"VAR","Variable","UNIT","Mesure","COU","Pays","YEA","Année","Value","Flag Codes","Flags"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2010","2010",17.9,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2011","2011",17.67,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2012","2012",17.47,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2013","2013",17.03,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2014","2014",16.06,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2015","2015",15.88,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2016","2016",15.62,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2017","2017",15.38,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2018","2018",15.23,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2019","2019",14.27,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","BEL","Belgique","2020","2020",14.15,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2000","2000",25.65,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2001","2001",24.63,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2002","2002",24.46,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2003","2003",23.89,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2004","2004",22.98,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2005","2005",22.86,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2006","2006",22.47,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2007","2007",22.2,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2008","2008",21.78,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2009","2009",21.53,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2010","2010",21.29,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2011","2011",21.11,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2012","2012",20.74,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2013","2013",20.58,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2014","2014",20.32,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2015","2015",20.14,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2016","2016",19.99,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2017","2017",19.76,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2018","2018",19.29,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CAN","Canada","2019","2019",18.86,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2005","2005",25.66,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2006","2006",25.1,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2007","2007",24.76,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2008","2008",24.46,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2009","2009",24.51,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2010","2010",24.35,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2011","2011",24.29,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2012","2012",23.98,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2013","2013",24.06,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2014","2014",24.42,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2015","2015",24.27,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2016","2016",24.61,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2017","2017",24.35,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2018","2018",24.08,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2019","2019",24.18,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","CZE","République tchèque","2020","2020",24.59,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2000","2000",75.15,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2001","2001",75.37,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2002","2002",74.8,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2003","2003",72.89,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2004","2004",71.34,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2005","2005",70.34,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2006","2006",66.46,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2007","2007",61.45,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2008","2008",60.23,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2009","2009",55.82,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2010","2010",52.21,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2011","2011",51.04,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2012","2012",48.58,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2013","2013",47.62,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2014","2014",47.24,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2015","2015",48.91,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2016","2016",47.68,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2017","2017",44.84,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2018","2018",43.69,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FIN","Finlande","2019","2019",43.28,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2000","2000",51.35,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2001","2001",50.47,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2002","2002",49.59,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2003","2003",48.33,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2004","2004",47.34,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2005","2005",46.41,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2006","2006",45.45,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2007","2007",44.57,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2008","2008",43.47,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2009","2009",42.74,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2010","2010",41.76,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2011","2011",41.17,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2012","2012",40.6,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2013","2013",48.53,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2014","2014",46.91,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2015","2015",46.42,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2016","2016",45.94,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2017","2017",45.52,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2018","2018",45.33,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","FRA","France","2019","2019",44.73,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2000","2000",44.22,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2001","2001",44.06,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2002","2002",43.21,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2003","2003",42.56,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2004","2004",41.93,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2005","2005",41.34,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2006","2006",40.78,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2007","2007",40.43,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2008","2008",40.46,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2009","2009",40.58,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2010","2010",40.37,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2011","2011",40.83,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2012","2012",40.15,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2013","2013",39.47,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2014","2014",38.75,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2015","2015",38.05,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2016","2016",37.64,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2017","2017",37.31,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2018","2018",36.8,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","DEU","Allemagne","2019","2019",36.42,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2000","2000",31.19,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2001","2001",30.93,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2002","2002",29.9,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2003","2003",29.92,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2004","2004",29.12,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2005","2005",28.85,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2006","2006",28.76,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2007","2007",28.33,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2008","2008",28.53,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2009","2009",28.18,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2010","2010",27.87,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2011","2011",28.28,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2012","2012",27.34,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2013","2013",26.45,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2014","2014",25.98,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2015","2015",26.15,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2016","2016",25.98,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2017","2017",25.76,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2018","2018",25.25,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","GRC","Grèce","2019","2019",25.18,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2000","2000",17.14,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2001","2001",17.28,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2002","2002",17.42,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2003","2003",17.47,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2004","2004",17.91,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2005","2005",18.04,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2006","2006",18.07,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2007","2007",17.8,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2008","2008",17.53,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2009","2009",17.46,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2010","2010",17.5,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2011","2011",17.35,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2012","2012",17.74,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2013","2013",17.49,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2014","2014",17.64,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2015","2015",17.07,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2016","2016",17.12,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2017","2017",16.86,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2018","2018",16.67,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","HUN","Hongrie","2019","2019",16.68,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2000","2000",78.23,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2001","2001",70.18,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2002","2002",69.56,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2003","2003",69.08,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2004","2004",68.48,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2005","2005",67.4,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2007","2007",28.89,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2008","2008",28.35,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2009","2009",28.26,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2010","2010",28.3,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2011","2011",25.08,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2012","2012",24.94,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2013","2013",24.71,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2014","2014",24.44,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2015","2015",24.18,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2016","2016",23.85,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2017","2017",23.3,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2018","2018",22.68,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2019","2019",22.19,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ISL","Islande","2020","2020",21.97,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2000","2000",48.36,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2001","2001",47.33,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2002","2002",46.29,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2003","2003",45.29,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2004","2004",43.98,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2005","2005",43.03,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2006","2006",41.65,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2007","2007",40.01,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2008","2008",39.2,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2009","2009",22.27,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2010","2010",21.71,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2011","2011",21.4,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2012","2012",20.65,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2016","2016",18.08,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2017","2017",17.89,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2018","2018",17.67,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","IRL","Irlande","2019","2019",17.43,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2000","2000",23.2,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2001","2001",22.94,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2002","2002",22.54,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2003","2003",22.35,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2004","2004",22.47,"B","Rupture"
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2005","2005",22.34,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2006","2006",22.07,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2007","2007",21.75,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2008","2008",21.4,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2009","2009",21,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2010","2010",20.75,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2011","2011",19.94,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2012","2012",19.42,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2013","2013",18.84,,
"HOSPTHOS","Hôpitaux","NBMILPNB","Par million d'habitants","ITA","Italie","2014","2014",18.44,,
