"COU","Pays","PER","Périodes","IND","Indicateur","GEN","Genre","AGE","Groupe d'âge","VAL","Valeur","Value","Flag Codes","Flags"
"CZE","République tchèque","TIME00","2000","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",44.5,,
"CZE","République tchèque","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",42.9,,
"CZE","République tchèque","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",42.3,,
"CZE","République tchèque","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",35.5,,
"CZE","République tchèque","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",34.5,,
"DNK","Danemark","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",40.7,,
"DNK","Danemark","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.2,,
"DNK","Danemark","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36,,
"DNK","Danemark","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.2,,
"DNK","Danemark","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.2,,
"DNK","Danemark","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.8,,
"DNK","Danemark","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",35.7,,
"FIN","Finlande","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",24.9,,
"FIN","Finlande","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",28,,
"FIN","Finlande","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",25.7,,
"FIN","Finlande","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",26.8,,
"FIN","Finlande","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",29.1,,
"FIN","Finlande","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",29,,
"FIN","Finlande","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",28.4,,
"FIN","Finlande","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",28.3,,
"HUN","Hongrie","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",46.7,,
"HUN","Hongrie","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",48.4,,
"HUN","Hongrie","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",47.8,,
"HUN","Hongrie","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",48,,
"HUN","Hongrie","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",46.9,,
"HUN","Hongrie","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",45.9,,
"ISL","Islande","TIME01","2001","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.9,,
"ISL","Islande","TIME02","2002","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.1,,
"ISL","Islande","TIME03","2003","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.6,,
"ISL","Islande","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",41.9,,
"ISL","Islande","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",38.7,,
"ISL","Islande","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.8,,
"ISL","Islande","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",32.4,,
"ISL","Islande","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",32.7,,
"ISL","Islande","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",35.1,,
"ISL","Islande","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.2,,
"ISL","Islande","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",37.3,,
"ISL","Islande","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33,,
"ITA","Italie","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",23.8,,
"ITA","Italie","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",23.5,,
"ITA","Italie","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",23.5,,
"ITA","Italie","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",23,,
"ITA","Italie","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",22.9,,
"ITA","Italie","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",22.7,,
"KOR","Corée","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",27.1,,
"KOR","Corée","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",26.6,,
"KOR","Corée","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",26.4,,
"KOR","Corée","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",26.3,,
"KOR","Corée","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",24.8,,
"LUX","Luxembourg","TIME03","2003","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",37,,
"LUX","Luxembourg","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",32.5,,
"LUX","Luxembourg","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.3,,
"LUX","Luxembourg","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.2,,
"LUX","Luxembourg","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",32.5,,
"LUX","Luxembourg","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",29.5,,
"LUX","Luxembourg","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",26,,
"LUX","Luxembourg","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",26.6,"B","Rupture"
"LUX","Luxembourg","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",25.2,,
"LUX","Luxembourg","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",24.9,,
"NLD","Pays-Bas","TIME00","2000","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",44.2,,
"NLD","Pays-Bas","TIME01","2001","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",43.9,,
"NLD","Pays-Bas","TIME02","2002","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",44,,
"NLD","Pays-Bas","TIME03","2003","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",41.1,,
"NLD","Pays-Bas","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",40,,
"NLD","Pays-Bas","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",40.8,,
"NLD","Pays-Bas","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",37.1,,
"NLD","Pays-Bas","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",38.1,,
"NLD","Pays-Bas","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",37.8,,
"NLD","Pays-Bas","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.8,,
"NLD","Pays-Bas","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",35.8,,
"NLD","Pays-Bas","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",35.9,,
"NLD","Pays-Bas","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",34.3,,
"NZL","Nouvelle-Zélande","TIME00","2000","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",37.1,,
"NZL","Nouvelle-Zélande","TIME01","2001","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",38.5,,
"NZL","Nouvelle-Zélande","TIME02","2002","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.4,,
"NZL","Nouvelle-Zélande","TIME03","2003","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.5,,
"NZL","Nouvelle-Zélande","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",36.5,,
"NZL","Nouvelle-Zélande","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.8,,
"NZL","Nouvelle-Zélande","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",35,,
"NZL","Nouvelle-Zélande","TIME07","2007","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.6,,
"NZL","Nouvelle-Zélande","TIME08","2008","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.4,,
"NZL","Nouvelle-Zélande","TIME09","2009","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",32.4,,
"NZL","Nouvelle-Zélande","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.2,,
"NZL","Nouvelle-Zélande","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",34.2,,
"NZL","Nouvelle-Zélande","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",33.5,,
"NOR","Norvège","TIME10","2010","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",27.3,,
"NOR","Norvège","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",27,,
"NOR","Norvège","TIME12","2012","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",27.8,,
"PRT","Portugal","TIME11","2011","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",24.4,,
"ESP","Espagne","TIME00","2000","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",31.5,,
"ESP","Espagne","TIME01","2001","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",30.9,,
"ESP","Espagne","TIME02","2002","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",31.6,,
"ESP","Espagne","TIME03","2003","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",32.5,,
"ESP","Espagne","TIME04","2004","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",31,,
"ESP","Espagne","TIME05","2005","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",31.5,,
"ESP","Espagne","TIME06","2006","MORTHSTO","Mortalité à 30 jours après admission pour AVC hémorragique (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",31.2,,
