"VAR","Variable","UNIT","Mesure","COU","Pays","YEA","Année","Value","Flag Codes","Flags"
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","BRA","Brésil","2015","2015",199,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","BRA","Brésil","2016","2016",197,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","BRA","Brésil","2017","2017",192,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","BRA","Brésil","2018","2018",185,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","BRA","Brésil","2019","2019",176,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2007","2007",139,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2008","2008",134,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2009","2009",135,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2010","2010",121,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2011","2011",123,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2012","2012",120,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2013","2013",117,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2014","2014",113,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","IRL","Irlande","2015","2015",107,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2000","2000",246,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2001","2001",236,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2002","2002",230,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2003","2003",228,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2004","2004",225,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2005","2005",222,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2006","2006",220,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2007","2007",220,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2008","2008",216,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2009","2009",207,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2010","2010",198,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2011","2011",193,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2012","2012",190,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2013","2013",183,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2014","2014",174,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2015","2015",172,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2016","2016",169,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2017","2017",170,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","POL","Pologne","2018","2018",169,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2000","2000",150,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2001","2001",147,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2002","2002",145,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2003","2003",143,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2004","2004",139,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2005","2005",138,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2006","2006",133,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2007","2007",134,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2008","2008",131,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2009","2009",127,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2010","2010",125,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2011","2011",122,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2012","2012",121,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2013","2013",119,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2014","2014",119,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2015","2015",117,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2016","2016",115,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","CAN","Canada","2017","2017",116,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2000","2000",369,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2001","2001",385,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2002","2002",363,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2003","2003",348,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2004","2004",334,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2005","2005",318,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2006","2006",314,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2007","2007",312,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2008","2008",282,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2009","2009",268,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2010","2010",250,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2011","2011",241,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2012","2012",242,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2013","2013",216,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2014","2014",221,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2015","2015",202,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2016","2016",198,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2017","2017",193,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2018","2018",197,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","EST","Estonie","2019","2019",183,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2000","2000",379,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2001","2001",348,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2002","2002",346,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2003","2003",352,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2004","2004",340,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2005","2005",333,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2006","2006",321,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2007","2007",319,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2008","2008",308,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2009","2009",302,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2010","2010",293,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2011","2011",283,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2012","2012",272,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2013","2013",258,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2014","2014",256,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2015","2015",259,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2016","2016",251,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2017","2017",253,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2018","2018",251,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","HUN","Hongrie","2019","2019",243,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2001","2001",161,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2002","2002",157,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2003","2003",154,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2004","2004",147,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2005","2005",144,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2006","2006",141,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2007","2007",138,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2008","2008",137,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2009","2009",131,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2010","2010",128,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2011","2011",125,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2012","2012",120,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2013","2013",121,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2014","2014",119,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2015","2015",120,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","GBR","Royaume-Uni","2016","2016",119,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2000","2000",200,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2001","2001",195,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2002","2002",184,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2003","2003",181,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2004","2004",176,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2005","2005",173,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2006","2006",173,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2007","2007",163,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2008","2008",160,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2009","2009",153,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2010","2010",149,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2011","2011",139,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2012","2012",137,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2013","2013",132,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2014","2014",130,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2015","2015",125,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2016","2016",125,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2017","2017",119,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","DNK","Danemark","2018","2018",112,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2000","2000",157,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2001","2001",159,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2002","2002",152,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2003","2003",150,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2004","2004",147,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2005","2005",135,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2006","2006",134,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2007","2007",131,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2008","2008",130,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2009","2009",128,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2010","2010",120,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2011","2011",124,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2012","2012",115,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2013","2013",109,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2014","2014",112,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2015","2015",111,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","NZL","Nouvelle-Zélande","2016","2016",106,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2000","2000",138,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2001","2001",132,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2002","2002",127,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2003","2003",120,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2004","2004",117,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2006","2006",111,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2007","2007",108,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2008","2008",109,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2009","2009",107,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2010","2010",103,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2011","2011",102,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2012","2012",98,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2013","2013",99,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2014","2014",100,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2015","2015",101,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2016","2016",97,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2017","2017",96,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","AUS","Australie","2018","2018",93,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","JPN","Japon","2000","2000",137,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","JPN","Japon","2001","2001",134,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","JPN","Japon","2002","2002",130,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","JPN","Japon","2003","2003",128,,
"AVDMPRVM","Mortalité évitable grâce à la prévention","TXCMILTX","Décès pour 100 000 personnes (taux standardisés)","JPN","Japon","2004","2004",125,,
