"VAR","Variable","UNIT","Mesure","COU","Pays","YEA","Année","Value","Flag Codes","Flags"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2003","2003",7.73,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2004","2004",7.73,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2005","2005",7.69,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2006","2006",7.66,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2007","2007",7.75,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2008","2008",7.69,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2009","2009",7.68,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2010","2010",7.65,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2011","2011",7.68,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2012","2012",7.67,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2013","2013",7.64,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2014","2014",7.58,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2015","2015",7.54,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2016","2016",7.42,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2017","2017",7.37,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2018","2018",7.27,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","AUT","Autriche","2019","2019",7.19,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2000","2000",6.72,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2001","2001",6.62,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2002","2002",6.54,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2003","2003",6.53,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2004","2004",6.48,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2005","2005",6.44,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2006","2006",6.35,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2007","2007",6.27,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2008","2008",6.25,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2009","2009",6.15,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2010","2010",6.12,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2011","2011",6.05,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2012","2012",5.99,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2013","2013",5.93,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2014","2014",5.85,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2015","2015",5.83,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2016","2016",5.76,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2017","2017",5.66,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2018","2018",5.62,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2019","2019",5.57,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","BEL","Belgique","2020","2020",5.54,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2000","2000",3.77,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2001","2001",3.69,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2002","2002",3.64,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2003","2003",3.5,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2004","2004",3.44,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2005","2005",3.1,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2006","2006",3.02,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2007","2007",2.96,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2008","2008",2.85,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2009","2009",2.8,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2010","2010",2.78,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2011","2011",2.8,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2012","2012",2.79,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2013","2013",2.72,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2014","2014",2.67,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2015","2015",2.62,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2016","2016",2.6,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2017","2017",2.53,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2018","2018",2.55,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CAN","Canada","2019","2019",2.52,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2000","2000",7.8,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2001","2001",7.77,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2002","2002",7.76,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2003","2003",7.73,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2004","2004",7.65,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2005","2005",7.57,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2006","2006",7.45,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2007","2007",7.33,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2008","2008",7.21,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2009","2009",7.14,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2010","2010",7.3,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2011","2011",7.06,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2012","2012",6.93,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2013","2013",6.7,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2014","2014",6.68,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2015","2015",6.67,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2016","2016",6.66,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2017","2017",6.63,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2018","2018",6.62,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","CZE","République tchèque","2019","2019",6.58,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2000","2000",4.29,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2001","2001",4.22,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2002","2002",4.29,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2003","2003",4.13,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2004","2004",3.97,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2005","2005",3.86,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2006","2006",3.79,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2007","2007",3.69,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2008","2008",3.57,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2009","2009",3.49,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2010","2010",3.5,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2011","2011",3.13,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2013","2013",3.07,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2014","2014",2.69,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2015","2015",2.53,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2016","2016",2.6,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2017","2017",2.61,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2018","2018",2.61,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2019","2019",2.59,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DNK","Danemark","2020","2020",2.57,"P","Valeur provisoire"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2000","2000",7.54,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2001","2001",7.46,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2002","2002",7.35,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2003","2003",7.24,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2004","2004",7.1,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2005","2005",7.05,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2006","2006",6.99,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2007","2007",6.73,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2008","2008",6.57,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2009","2009",6.25,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2010","2010",5.85,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2011","2011",5.52,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2012","2012",5.3,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2013","2013",4.87,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2014","2014",4.53,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2015","2015",4.35,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2016","2016",3.97,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2017","2017",3.28,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2018","2018",3.61,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FIN","Finlande","2019","2019",3.35,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2000","2000",7.97,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2001","2001",7.83,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2002","2002",7.71,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2003","2003",7.55,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2004","2004",7.39,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2005","2005",7.22,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2006","2006",7.11,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2007","2007",7.06,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2008","2008",6.9,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2009","2009",6.66,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2010","2010",6.43,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2011","2011",6.36,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2012","2012",6.34,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2013","2013",6.28,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2014","2014",6.2,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2015","2015",6.13,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2016","2016",6.06,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2017","2017",5.98,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2018","2018",5.9,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","FRA","France","2019","2019",5.84,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2000","2000",9.12,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2001","2001",9.01,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2002","2002",8.87,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2003","2003",8.74,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2004","2004",8.58,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2005","2005",8.47,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2006","2006",8.3,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2007","2007",8.24,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2008","2008",8.21,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2009","2009",8.24,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2010","2010",8.25,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2011","2011",8.38,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2012","2012",8.34,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2013","2013",8.28,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2014","2014",8.23,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2015","2015",8.13,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2016","2016",8.06,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2017","2017",8,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2018","2018",7.98,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","DEU","Allemagne","2019","2019",7.91,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2000","2000",4.77,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2001","2001",4.81,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2002","2002",4.75,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2003","2003",4.74,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2004","2004",4.73,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2005","2005",4.78,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2006","2006",4.87,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2007","2007",4.88,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2008","2008",4.84,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2009","2009",4.93,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2010","2010",4.48,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2011","2011",4.47,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2012","2012",4.45,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2013","2013",4.24,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2014","2014",4.24,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2015","2015",4.25,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2016","2016",4.2,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2017","2017",4.21,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2018","2018",4.2,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","GRC","Grèce","2019","2019",4.18,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2000","2000",8.16,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2001","2001",7.92,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2002","2002",7.91,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2003","2003",7.9,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2004","2004",7.89,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2005","2005",7.91,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2006","2006",7.98,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2007","2007",7.19,"B","Rupture"
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2008","2008",7.11,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2009","2009",7.14,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2010","2010",7.18,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2011","2011",7.19,,
"HOPITBED","Nombre total de lits d'hôpitaux","RTOINPNB","Pour 1 000 personnes","HUN","Hongrie","2012","2012",7,,
